n_hidden_layers,alpha,learning_rate_init,activation,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,max_iter,learning_rate,batch_size,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1.0,0.1,0.0001,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.516293,0.551706,0.551706,0.541159,0.520783,0.520783,509019857909391.56,520736601193888.25,520736601193888.25,16.58,19260817.0,1000.0,adaptive,auto,0.510431,0.57652,0.57652
1.0,0.1,0.0001,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.58706,0.567609,0.567609,0.500008,0.511462,0.511462,501103257395022.5,558263193386559.3,558263193386559.3,178.6,19260817.0,1000.0,adaptive,auto,0.570748,0.591195,0.591195
1.0,0.1,0.1,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.498401,0.536806,0.536806,0.551076,0.529367,0.529367,654822011414747.1,662322833735207.5,662322833735207.5,10.54,19260817.0,1000.0,adaptive,auto,0.518141,0.572327,0.572327
1.0,0.1,0.1,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.477641,0.502555,0.502555,0.562364,0.54859,0.54859,362167440081273.3,382277996314609.25,382277996314609.25,57.89,19260817.0,1000.0,adaptive,auto,0.528118,0.542977,0.542977
1.0,0.1,0.1,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.44936,0.483562,0.483562,0.577387,0.558965,0.558965,655882077744859.6,676808760445356.1,676808760445356.1,14.49,19260817.0,1000.0,adaptive,auto,0.528345,0.550314,0.550314
1.0,0.1,0.1,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.465617,0.47514,0.47514,0.5688,0.563504,0.563504,670056409243483.8,705751818330508.1,705751818330508.1,39.23,19260817.0,1000.0,adaptive,auto,0.536281,0.587002,0.587002
5.0,1e-08,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.483058,0.509726,0.509726,0.559441,0.544621,0.544621,636687141006449.2,640377292817969.8,640377292817969.8,87.46,19260817.0,1000.0,adaptive,auto,0.50771,0.568134,0.568134
5.0,1e-08,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.60025,0.551063,0.551063,0.491958,0.521156,0.521156,536726491198896.8,611875501491496.6,611875501491496.6,732.15,19260817.0,1000.0,adaptive,auto,0.578685,0.600629,0.600629
5.0,1e-08,0.0001,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-2e-06,-2e-06,-2e-06,0.778097,0.777814,0.777814,3806196378628.3647,3806622478965.9624,3806622478965.9624,19.27,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,1e-08,0.0001,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.672765,0.489402,0.489402,0.445106,0.555795,0.555795,336948943328824.56,483353035452473.8,483353035452473.8,947.35,19260817.0,1000.0,adaptive,auto,0.581633,0.546122,0.546122
5.0,1e-08,0.1,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.508534,0.541766,0.541766,0.545481,0.526525,0.526525,375087536372863.6,384466794547717.94,384466794547717.94,66.14,19260817.0,1000.0,adaptive,auto,0.530839,0.578616,0.578616
5.0,1e-08,0.1,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.120841,0.135116,0.135116,0.72957,0.72336,0.72336,70303391882091.62,72891800913584.36,72891800913584.36,112.68,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,1e-08,0.1,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.003685,-0.003687,-0.003687,0.779528,0.779246,0.779246,184743291272501.16,184763973121504.56,184763973121504.56,19.93,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,1e-08,0.1,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.000832,-0.000833,-0.000833,0.77842,0.778137,0.778137,87801694299215.94,87811523621684.12,87811523621684.12,66.15,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,174347931465.44846,174367449563.06256,174367449563.06256,23.46,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.503825,0.523152,0.523152,0.548089,0.537112,0.537112,647509798241033.8,664852679130943.2,664852679130943.2,307.63,19260817.0,1000.0,adaptive,auto,0.528798,0.569182,0.569182
5.0,0.1,0.0001,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-3e-06,-3e-06,-3e-06,0.778097,0.777814,0.777814,5535143921400.037,5535763575894.692,5535763575894.692,33.39,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.0001,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.673297,0.495566,0.495566,0.444743,0.55243,0.55243,325040647669991.1,465257915145807.94,465257915145807.94,1046.34,19260817.0,1000.0,adaptive,auto,0.548526,0.591195,0.591195
5.0,0.1,0.1,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.003683,-0.003686,-0.003686,0.779528,0.779245,0.779245,184706692784497.25,184727370536332.1,184727370536332.1,19.57,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.299244,0.316259,0.316259,0.651353,0.643163,0.643163,1154971034952769.0,1170332976386731.8,1170332976386731.8,257.05,19260817.0,1000.0,adaptive,auto,0.52517,0.552411,0.552411
5.0,0.1,0.1,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.003685,-0.003687,-0.003687,0.779528,0.779246,0.779246,184743291272501.16,184763973121504.56,184763973121504.56,21.07,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
5.0,0.1,0.1,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-9.1e-05,-9.1e-05,-9.1e-05,0.778132,0.777849,0.777849,29081012981620.633,29084268575451.45,29084268575451.45,76.22,19260817.0,1000.0,adaptive,auto,0.235374,0.21174,0.21174
3.0,3.1622776601683795e-05,0.0031622776601683794,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.61454,0.537401,0.537401,0.483085,0.529026,0.529026,350643603468859.94,423878973334718.06,423878973334718.06,215.86,19260817.0,1000.0,adaptive,auto,0.526531,0.568134,0.568134
3.0,3.1622776601683795e-05,0.0031622776601683794,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.60466,0.537447,0.537447,0.489236,0.529,0.529,370540867065655.5,453265667711079.44,453265667711079.44,125.18,19260817.0,1000.0,adaptive,auto,0.542857,0.555556,0.555556
1.0,1e-08,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.523929,0.541106,0.541106,0.53687,0.526904,0.526904,634887629283148.2,660085102723153.8,660085102723153.8,43.38,19260817.0,1000.0,adaptive,auto,0.52585,0.57652,0.57652
1.0,1e-08,0.0031622776601683794,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.52002,0.555127,0.555127,0.539069,0.518792,0.518792,522693143754520.1,532492448909506.25,532492448909506.25,13.21,19260817.0,1000.0,adaptive,auto,0.510204,0.582809,0.582809
1.0,1e-08,0.0031622776601683794,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.571802,0.561937,0.561937,0.509161,0.514806,0.514806,600614961047866.6,648514819091772.4,648514819091772.4,64.89,19260817.0,1000.0,adaptive,auto,0.574603,0.5587,0.5587
1.0,3.1622776601683795e-05,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.486222,0.513206,0.513206,0.557726,0.542685,0.542685,635963759041122.4,640358705748491.1,640358705748491.1,26.65,19260817.0,1000.0,adaptive,auto,0.506576,0.568134,0.568134
1.0,3.1622776601683795e-05,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.523926,0.541106,0.541106,0.536872,0.526904,0.526904,634883113733379.1,660078890118975.8,660078890118975.8,42.53,19260817.0,1000.0,adaptive,auto,0.52585,0.57652,0.57652
1.0,3.1622776601683795e-05,0.0031622776601683794,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.520019,0.555126,0.555126,0.53907,0.518792,0.518792,522726257785932.4,532525270518557.0,532525270518557.0,14.43,19260817.0,1000.0,adaptive,auto,0.510204,0.582809,0.582809
1.0,3.1622776601683795e-05,0.0031622776601683794,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.57182,0.561906,0.561906,0.509151,0.514824,0.514824,600912861255165.6,648797179836248.4,648797179836248.4,72.7,19260817.0,1000.0,adaptive,auto,0.574603,0.5587,0.5587
3.0,1e-08,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.48301,0.509613,0.509613,0.559467,0.544684,0.544684,622437915357699.4,625854023584530.0,625854023584530.0,66.14,19260817.0,1000.0,adaptive,auto,0.508617,0.568134,0.568134
3.0,1e-08,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.560852,0.567803,0.567803,0.515631,0.511347,0.511347,510524402366046.06,550960050774213.75,550960050774213.75,172.41,19260817.0,1000.0,adaptive,auto,0.544898,0.568134,0.568134
3.0,1e-08,0.0031622776601683794,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.516299,0.54955,0.54955,0.541155,0.522034,0.522034,482918290427929.25,491060566864520.06,491060566864520.06,26.26,19260817.0,1000.0,adaptive,auto,0.514059,0.5587,0.5587
3.0,1e-08,0.0031622776601683794,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.614833,0.543559,0.543559,0.482901,0.525494,0.525494,356708222447607.0,417910090498408.0,417910090498408.0,215.25,19260817.0,1000.0,adaptive,auto,0.536054,0.54717,0.54717
3.0,3.1622776601683795e-05,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.483008,0.509609,0.509609,0.559468,0.544686,0.544686,622439737863694.2,625856340593973.2,625856340593973.2,66.32,19260817.0,1000.0,adaptive,auto,0.508617,0.568134,0.568134
3.0,3.1622776601683795e-05,0.0001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.560842,0.56781,0.56781,0.515636,0.511343,0.511343,510488811683444.1,550922224729795.1,550922224729795.1,172.2,19260817.0,1000.0,adaptive,auto,0.544898,0.568134,0.568134
3.0,3.1622776601683795e-05,0.0031622776601683794,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.516293,0.549553,0.549553,0.541159,0.522032,0.522032,482911637204648.25,491052656700963.7,491052656700963.7,26.48,19260817.0,1000.0,adaptive,auto,0.514059,0.5587,0.5587
